id,name,aliases,languages,category,subcategory,kind,maturity,status,first_release,license,organization,repository,website,summary_ja,problem_ja,tags,verification_level
github-arwes-arwes,arwes,arwes/arwes,TypeScript,application-framework,topic-derived core-framework,framework,seed,unknown,2015,MIT,arwes,https://github.com/arwes/arwes,https://github.com/arwes/arwes,Futuristic Sci-Fi UI Web Framework.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,arwes|core-framework|cyberprep|framework|gui|react|retrowave|sci-fi|science-fiction|scifi|solarpunk|synthwave|topic-derived|ui,machine-classified
ash-framework,Ash Framework,,Elixir,application-framework,declarative resource framework,framework,standard,active,2019,MIT,,https://github.com/ash-project/ash,https://ash-hq.org/,resource、action、policy、data layer を宣言する Elixir application framework。,domain operation と API/policy/persistence の重複を減らす。,application-framework|elixir,catalog-reviewed
github-aspnetboilerplate-aspnetboilerplate,aspnetboilerplate,aspnetboilerplate/aspnetboilerplate,C#,application-framework,topic-derived core-framework,framework,seed,unknown,2013,MIT,aspnetboilerplate,https://github.com/aspnetboilerplate/aspnetboilerplate,https://aspnetboilerplate.com,ASP.NET Boilerplate - Web Application Framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,abp|architecture|aspnet|aspnet-core|aspnetcore|best-practices|c-sharp|core-framework|csharp|domain-driven-design|dotnet|dotnet-core|framework|multi-tenancy|nlayer-architecture|topic-derived,machine-classified
github-atomicgameengine-atomicgameengine,AtomicGameEngine,AtomicGameEngine/AtomicGameEngine,C++,application-framework,topic-derived core-framework,framework,seed,archived,2015,NOASSERTION,AtomicGameEngine,https://github.com/AtomicGameEngine/AtomicGameEngine,https://github.com/AtomicGameEngine/AtomicGameEngine,"The Atomic Game Engine is a multi-platform 2D and 3D engine with a consistent API in C++, C#, JavaScript, and TypeScript。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,android|core-framework|cplusplus|csharp|game-development|game-engine|ios|javascript|linux|macos|topic-derived|typescript|webgl|windows,machine-classified
github-continualai-avalanche,avalanche,ContinualAI/avalanche,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2020,MIT,ContinualAI,https://github.com/ContinualAI/avalanche,http://avalanche.continualai.org,Avalanche: an End-to-End Library for Continual Learning based on PyTorch.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,benchmarks|continual-learning|continualai|core-framework|deep-learning|evaluation|framework|library|lifelong-learning|metrics|pytorch|strategies|topic-derived|training,machine-classified
github-caramaschihg-awesome-ai-agents-2026,awesome-ai-agents-2026,caramaschiHG/awesome-ai-agents-2026,Unknown,application-framework,topic-derived core-framework,framework,seed,unknown,2026,NOASSERTION,caramaschiHG,https://github.com/caramaschiHG/awesome-ai-agents-2026,https://github.com/caramaschiHG/awesome-ai-agents-2026,"🤖 The most comprehensive list of AI agents, frameworks & tools in 2026. 300+ resources · 20+ categories · Updated monthly.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,2026|ai-agents|artificial-intelligence|awesome-list|chatgpt|core-framework|langchain|llm|machine-learning|topic-derived,machine-classified
github-voltagent-awesome-claude-code-subagents,awesome-claude-code-subagents,VoltAgent/awesome-claude-code-subagents,Shell,application-framework,topic-derived core-framework,framework,seed,unknown,2025,MIT,VoltAgent,https://github.com/VoltAgent/awesome-claude-code-subagents,https://github.com/VoltAgent/voltagent,A collection of 100+ specialized Claude Code subagents covering a wide range of development use cases。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,ai-agent-framework|ai-agent-tools|ai-agents|awesome|awesome-list|claude|claude-ai|claude-code-subagents|claude-subagents|core-framework|subagents|topic-derived,machine-classified
github-troxler-awesome-css-frameworks,awesome-css-frameworks,troxler/awesome-css-frameworks,CSS,application-framework,topic-derived core-framework,framework,seed,unknown,2017,NOASSERTION,troxler,https://github.com/troxler/awesome-css-frameworks,https://frontaid.ch/web/ui/libraries.html,List of awesome CSS frameworks in 2026。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,awesome|awesome-list|collection|core-framework|css|css-framework|framework|list|scss|topic-derived,machine-classified
github-walkinglabs-awesome-harness-engineering,awesome-harness-engineering,walkinglabs/awesome-harness-engineering,Unknown,application-framework,topic-derived core-framework,framework,seed,unknown,2026,NOASSERTION,walkinglabs,https://github.com/walkinglabs/awesome-harness-engineering,https://github.com/walkinglabs/awesome-harness-engineering,🛠️ Awesome tools & guides for harness engineering.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,agemt|agentic|agentic-ai|ai|ai-agents|core-framework|harness|harness-engineering|harness-framework|llm|topic-derived,machine-classified
github-unicodeveloper-awesome-nextjs,awesome-nextjs,unicodeveloper/awesome-nextjs,Unknown,application-framework,topic-derived core-framework,framework,seed,unknown,2016,NOASSERTION,unicodeveloper,https://github.com/unicodeveloper/awesome-nextjs,https://github.com/unicodeveloper/awesome-nextjs,":notebook_with_decorative_cover: :books: A curated list of awesome resources : books, videos, articles about using Next.js (A minimalistic framework for universal server-rendered React applications) 。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,awesome-list|core-framework|framework|isomorphic|javascript|nextjs|reactjs|routing|server-side-rendering|topic-derived|tutorials|universal,machine-classified
github-atinfo-awesome-test-automation,awesome-test-automation,atinfo/awesome-test-automation,Unknown,application-framework,topic-derived core-framework,framework,seed,unknown,2015,NOASSERTION,atinfo,https://github.com/atinfo/awesome-test-automation,https://testomat.io,"A curated list of awesome test automation frameworks, tools, libraries, and software for different programming languages. Sponsored by https://zapple.tech and https://automated-testing.info。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,android|awesome|awesome-list|build-automation|c-sharp|core-framework|framework|ios|java|javascript|kotlin|load-testing|mobile|performance-testing|php|python|ruby|software-quality|software-testing|test-automation|testing-tools|topic-derived,machine-classified
github-anubhavsrivastava-awesome-ui-component-library,awesome-ui-component-library,anubhavsrivastava/awesome-ui-component-library,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2018,CC0-1.0,anubhavsrivastava,https://github.com/anubhavsrivastava/awesome-ui-component-library,https://anubhavsrivastava.github.io/awesome-ui-component-library/,Curated list of framework component libraries for UI styles/toolkit。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,awesome|awesome-list|bootstrap-library|component-library|components|core-framework|framework|google-material|kendo-ui|library|mithriljs|office-ui-fabric|react-components|reactjs|reactnative|toolkit|topic-derived|ui-components|ui-kit|ui-toolkit|vue-components|vuejs,machine-classified
github-jaywcjlove-awesome-uikit,awesome-uikit,jaywcjlove/awesome-uikit,Dockerfile,application-framework,topic-derived core-framework,framework,seed,unknown,2017,MIT,jaywcjlove,https://github.com/jaywcjlove/awesome-uikit,https://jaywcjlove.github.io/awesome-uikit,"Collect JS Frameworks, Web components library and Admin Template.",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,angular|angular-components|ant-design|antd|awesome|awesome-list|bootstrap|bootstrap-admin-theme|bootstrap4|core-framework|framework|ng-admin|react|react-admin|react-components|topic-derived|ui-component|uikit|uiw|vue|vue-admin|vue-components,machine-classified
github-steel-dev-awesome-web-agents,awesome-web-agents,steel-dev/awesome-web-agents,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2025,NOASSERTION,steel-dev,https://github.com/steel-dev/awesome-web-agents,https://github.com/steel-dev/awesome-web-agents,"🔥 A list of tools, frameworks, and resources for building AI web agents。",分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,ai|ai-agents|awesome|awesome-list|browser-automation|core-framework|llms|llms-benchmarking|topic-derived,machine-classified
github-explife0011-awesome-windows-kernel-security-development,awesome-windows-kernel-security-development,ExpLife0011/awesome-windows-kernel-security-development,Unknown,application-framework,topic-derived core-framework,framework,seed,unknown,2018,NOASSERTION,ExpLife0011,https://github.com/ExpLife0011/awesome-windows-kernel-security-development,https://github.com/ExpLife0011/awesome-windows-kernel-security-development,windows kernel security development。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,antirootkit|antivirus|bootkit|core-framework|driver|framework|rootkit|shellcode|topic-derived,machine-classified
github-marionettejs-backbone-marionette,backbone.marionette,marionettejs/backbone.marionette,JavaScript,application-framework,topic-derived core-framework,framework,seed,unknown,2011,NOASSERTION,marionettejs,https://github.com/marionettejs/backbone.marionette,https://marionettejs.com,The Backbone Framework。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,backbone|backbone-framework|core-framework|framework|frontend|javascript|marionette|marionettejs|topic-derived,machine-classified
github-kernc-backtesting-py,backtesting.py,kernc/backtesting.py,Python,application-framework,topic-derived core-framework,framework,seed,unknown,2019,AGPL-3.0,kernc,https://github.com/kernc/backtesting.py,https://kernc.github.io/backtesting.py/,🔎 📈 🐍 💰  Backtest trading strategies in Python.,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,algo-trading|algorithmic-trading|backtesting|backtesting-engine|backtesting-frameworks|backtesting-trading-strategies|core-framework|finance|financial-markets|forex|forex-trading|framework|hacktoberfest|investing|investment|investment-strategies|stocks|topic-derived|trading|trading-algorithms|trading-simulator|trading-strategies,machine-classified
github-niieani-bash-oo-framework,bash-oo-framework,niieani/bash-oo-framework,Shell,application-framework,topic-derived core-framework,framework,seed,unknown,2014,MIT,niieani,https://github.com/niieani/bash-oo-framework,https://github.com/niieani/bash-oo-framework/discussions,Bash Infinity is a modern standard library / framework / boilerplate for Bash。,分類、設計目的、歴史、現在の保守状況を一次資料で確認する必要がある。,bash|boilerplate|core-framework|error-handling|framework|functional-programming|logging|oop|shell|standard-library|testing|topic-derived,machine-classified
